predicted_probability,observed_frequency
0.0034773061236905226,0.0
0.012692927050370138,0.15384615384615385
0.031345545983389476,0.23076923076923078
0.05188207058171927,0.0
0.06177090406518755,0.0
0.09067289982954876,0.06666666666666667
0.14683209439318218,0.0
0.21828067095891038,0.3333333333333333
0.5296035030731611,0.36363636363636365
0.8617962162538205,1.0
